customer_id,first_name,last_name,state,total_orders,units_purchased,lifetime_revenue,lifetime_profit,last_order_date,customer_name,repeat_customer
C002184,Ava,Miller,GA,10,85,13391.52,4987.45,2026-08-10 20:18:00,Ava Miller,True
C002185,Liam,Brown,NC,2,11,2251.74,909.04,2026-04-07 12:59:00,Liam Brown,True
C002186,Ava,Patel,FL,3,14,1767.87,742.3499999999999,2026-07-31 16:28:00,Ava Patel,True
C002187,Isabella,Taylor,MO,6,46,7768.55,2634.68,2026-07-04 13:30:00,Isabella Taylor,True
C002188,Isabella,Johnson,VA,4,35,4435.33,1701.37,2026-06-18 14:38:00,Isabella Johnson,True
C002189,Olivia,Smith,FL,3,23,3878.13,1653.8400000000001,2026-09-04 11:38:00,Olivia Smith,True
C002191,Sophia,Smith,FL,1,4,700.8,161.01999999999998,2026-03-23 12:05:00,Sophia Smith,False
C002192,Ethan,Lee,VA,2,14,1190.3,442.65999999999997,2026-04-01 13:36:00,Ethan Lee,True
C002193,Isabella,Lee,FL,5,22,4212.83,1538.8000000000002,2026-09-08 18:02:00,Isabella Lee,True
C002194,Lucas,Brown,MO,4,40,6448.96,2313.15,2026-07-31 09:39:00,Lucas Brown,True
C002195,Isabella,Anderson,IA,6,27,3007.01,1158.61,2026-07-12 21:59:00,Isabella Anderson,True
C002196,Liam,Miller,VA,5,33,6829.860000000001,2657.3,2026-09-12 10:48:00,Liam Miller,True
C002197,Lucas,Smith,NY,5,32,4760.46,1772.01,2026-09-04 12:38:00,Lucas Smith,True
C002198,Mason,Lee,VA,3,21,1395.76,500.59,2026-08-03 11:57:00,Mason Lee,True
C002199,Mia,Lee,PA,3,18,3218.9100000000003,1387.41,2026-02-05 14:02:00,Mia Lee,True
C002200,Ethan,Taylor,PA,5,36,4987.99,1979.51,2026-06-15 21:34:00,Ethan Taylor,True
C002201,Ava,Anderson,NC,2,11,2464.79,1060.0800000000002,2025-08-26 12:46:00,Ava Anderson,True
C002202,Isabella,Thomas,CA,3,31,5060.71,1865.3999999999999,2025-07-30 17:11:00,Isabella Thomas,True
C002203,James,Patel,NY,2,18,1331.82,467.21000000000004,2026-07-07 13:43:00,James Patel,True
C002204,Noah,Garcia,NY,2,20,3097.58,1314.26,2026-03-14 09:54:00,Noah Garcia,True
C002205,Liam,Anderson,FL,2,17,2740.97,1310.45,2026-07-16 09:14:00,Liam Anderson,True
C002206,Ethan,Davis,TX,2,14,1668.26,460.28999999999996,2026-04-14 12:52:00,Ethan Davis,True
C002207,Sophia,Brown,TX,5,29,4044.79,1581.03,2025-10-17 19:45:00,Sophia Brown,True
C002208,Mason,Davis,PA,3,23,4135.3,1454.24,2026-08-24 12:43:00,Mason Davis,True
C002209,Ethan,Taylor,IA,2,12,1857.74,542.6500000000001,2025-08-10 14:26:00,Ethan Taylor,True
C002210,Isabella,Garcia,FL,6,21,3622.46,1533.96,2026-08-18 21:54:00,Isabella Garcia,True
C002211,Ethan,Lee,PA,2,14,1779.6299999999999,477.5599999999999,2026-04-23 08:42:00,Ethan Lee,True
C002212,Ava,Taylor,CA,3,27,4490.38,1644.8700000000001,2026-08-14 15:56:00,Ava Taylor,True
C002213,James,Thomas,NJ,3,23,4126.24,1688.08,2026-02-14 22:35:00,James Thomas,True
C002214,Olivia,Lee,FL,3,15,2627.25,997.76,2025-04-30 12:44:00,Olivia Lee,True
C002215,Ava,Smith,NJ,5,33,4705.13,1920.5,2025-11-02 13:58:00,Ava Smith,True
C002216,Ava,Taylor,MO,2,13,1737.85,545.3499999999999,2025-10-27 08:30:00,Ava Taylor,True
C002217,Noah,Johnson,TX,1,4,78.08,39.08,2025-11-07 19:33:00,Noah Johnson,False
C002218,Noah,Miller,CA,4,28,3059.31,1173.29,2026-06-26 14:09:00,Noah Miller,True
C002219,James,Brown,TX,3,17,1672.55,462.53999999999996,2026-08-28 13:56:00,James Brown,True
C002220,Mason,Brown,TX,3,11,1636.56,648.11,2026-06-12 14:16:00,Mason Brown,True
C002221,Lucas,Taylor,NY,3,17,3815.2799999999997,1702.28,2025-12-28 12:41:00,Lucas Taylor,True
C002222,Noah,Lee,IL,3,20,4257.48,1688.08,2026-02-10 11:39:00,Noah Lee,True
C002223,Lucas,Davis,TX,2,14,1582.75,556.36,2025-09-27 08:45:00,Lucas Davis,True
C002224,James,Miller,NY,3,22,4408.45,1773.96,2025-09-30 11:01:00,James Miller,True
C002225,Ava,Miller,IL,5,30,3838.91,1190.3500000000001,2026-05-12 20:16:00,Ava Miller,True
C002226,Emma,Anderson,VA,1,3,306.89,53.329999999999984,2026-06-14 11:23:00,Emma Anderson,False
C002227,Mia,Garcia,PA,5,44,6459.5199999999995,2282.12,2026-02-05 08:39:00,Mia Garcia,True
C002229,Lucas,Smith,NY,3,15,2118.6,1021.47,2025-07-26 20:12:00,Lucas Smith,True
C002230,Lucas,Brown,PA,3,10,1309.22,419.68999999999994,2026-07-25 11:19:00,Lucas Brown,True
C002231,Ava,Wilson,GA,4,15,2224.7799999999997,994.9999999999999,2026-09-10 21:42:00,Ava Wilson,True
C002232,Sophia,Miller,FL,1,3,419.26,178.85000000000002,2026-01-06 18:02:00,Sophia Miller,False
C002233,Emma,Taylor,IL,5,34,4676.36,1661.66,2026-08-12 21:55:00,Emma Taylor,True
C002234,Noah,Miller,GA,6,39,7194.07,3173.89,2026-04-12 09:29:00,Noah Miller,True
C002235,Emma,Thomas,FL,3,15,2084.11,867.7,2026-08-13 10:54:00,Emma Thomas,True
C002236,Lucas,Taylor,PA,4,21,2670.5,831.3100000000001,2026-03-20 08:16:00,Lucas Taylor,True
C002237,Isabella,Miller,GA,8,57,8950.62,3489.39,2026-06-17 14:56:00,Isabella Miller,True
C002238,Liam,Davis,MO,4,21,5132.77,2340.59,2026-05-02 20:04:00,Liam Davis,True
C002239,Isabella,Thomas,NC,4,31,5537.5,2127.73,2026-05-25 16:22:00,Isabella Thomas,True
C002240,Isabella,Johnson,NJ,2,11,1534.37,569.05,2026-03-19 15:09:00,Isabella Johnson,True
C002241,Isabella,Johnson,IL,5,34,5888.02,2006.1800000000003,2026-08-07 17:11:00,Isabella Johnson,True
C002242,Mason,Taylor,NY,2,14,2298.56,818.0600000000001,2026-06-17 22:53:00,Mason Taylor,True
C002243,Noah,Taylor,VA,4,22,3940.99,1595.88,2025-04-20 20:18:00,Noah Taylor,True
C002244,Mason,Smith,PA,6,32,5772.38,2396.05,2026-08-30 15:01:00,Mason Smith,True
C002245,Mia,Miller,FL,2,12,1493.37,611.86,2026-05-22 15:38:00,Mia Miller,True
C002246,Olivia,Wilson,IA,6,33,5229.86,1770.98,2026-07-18 20:51:00,Olivia Wilson,True
C002247,James,Miller,IA,2,5,885.8399999999999,336.7099999999999,2025-01-21 21:46:00,James Miller,True
C002248,Mason,Lee,NJ,4,21,4036.73,1633.9699999999998,2026-03-19 12:19:00,Mason Lee,True
C002249,Liam,Thomas,PA,4,26,5059.09,1893.23,2026-07-28 17:54:00,Liam Thomas,True
C002250,Ava,Johnson,IA,4,26,3885.23,1165.19,2025-07-01 09:05:00,Ava Johnson,True
C002251,Noah,Thomas,VA,1,13,1920.77,759.6199999999999,2026-08-31 16:27:00,Noah Thomas,False
C002252,Isabella,Garcia,FL,5,41,6437.14,2383.94,2026-03-17 13:59:00,Isabella Garcia,True
C002253,Ethan,Johnson,TX,7,40,6098.27,2481.34,2026-09-11 17:13:00,Ethan Johnson,True
C002254,Mia,Wilson,IL,1,12,1865.74,429.72,2025-02-04 13:52:00,Mia Wilson,False
C002255,Liam,Johnson,NY,3,16,1575.4499999999998,513.4899999999999,2025-12-10 15:50:00,Liam Johnson,True
C002256,Mia,Brown,PA,2,9,743.88,310.98,2026-05-06 08:11:00,Mia Brown,True
C002257,Lucas,Taylor,FL,6,46,6410.02,2407.76,2026-09-12 17:22:00,Lucas Taylor,True
C002258,Mia,Smith,NJ,3,12,2287.4,1009.7900000000001,2026-08-09 15:40:00,Mia Smith,True
C002259,Noah,Garcia,FL,1,4,1002.36,380.68000000000006,2025-11-26 17:48:00,Noah Garcia,False
C002260,Mason,Brown,GA,3,13,1764.21,437.72,2026-04-15 20:55:00,Mason Brown,True
C002262,Isabella,Anderson,GA,6,37,6260.99,2708.32,2026-08-07 20:44:00,Isabella Anderson,True
C002263,Olivia,Patel,MO,4,27,5515.47,2082.3900000000003,2026-09-05 16:10:00,Olivia Patel,True
C002264,Emma,Davis,CA,3,20,3672.16,1542.2400000000002,2026-08-11 22:21:00,Emma Davis,True
C002265,Mason,Miller,NC,2,18,2449.36,940.09,2026-02-25 08:20:00,Mason Miller,True
C002266,Ethan,Lee,NJ,4,30,3638.12,1491.31,2026-02-23 11:12:00,Ethan Lee,True
C002268,Noah,Patel,NC,4,21,3480.06,1317.74,2026-06-10 19:53:00,Noah Patel,True
C002269,Sophia,Thomas,PA,3,12,1269.48,410.6,2025-11-01 11:01:00,Sophia Thomas,True
C002270,Noah,Wilson,NY,5,23,2630.3199999999997,977.8,2026-04-01 10:04:00,Noah Wilson,True
C002271,Ethan,Davis,MO,2,14,2584.5299999999997,965.01,2026-04-18 13:26:00,Ethan Davis,True
C002272,Isabella,Brown,FL,7,45,7299.11,3007.66,2026-07-30 19:00:00,Isabella Brown,True
C002273,Ava,Taylor,NC,6,47,6870.82,2635.52,2026-04-16 10:14:00,Ava Taylor,True
C002274,James,Lee,GA,4,24,3700.88,1250.21,2025-12-31 08:32:00,James Lee,True
C002275,Lucas,Miller,NY,4,22,3936.93,1035.8200000000002,2026-07-14 12:39:00,Lucas Miller,True
C002276,Lucas,Taylor,FL,6,45,7485.99,2806.2,2026-08-06 16:29:00,Lucas Taylor,True
C002277,Emma,Anderson,FL,3,19,2688.29,1131.97,2026-01-05 13:05:00,Emma Anderson,True
C002278,Olivia,Anderson,TX,1,4,629.1,235.38000000000002,2025-02-16 08:50:00,Olivia Anderson,False
C002279,Noah,Garcia,IL,2,11,2289.9900000000002,668.0200000000002,2026-09-06 19:24:00,Noah Garcia,True
C002280,Noah,Davis,IL,4,31,4600.66,1431.6000000000001,2026-03-26 12:48:00,Noah Davis,True
C002281,Mia,Taylor,MO,2,14,2569.82,1023.46,2026-01-11 15:13:00,Mia Taylor,True
C002282,James,Patel,FL,3,14,1324.2,554.4200000000001,2026-03-21 20:30:00,James Patel,True
C002283,Emma,Brown,FL,4,32,4842.08,1543.41,2026-06-03 11:58:00,Emma Brown,True
C002284,Isabella,Smith,IL,2,12,2498.78,957.5500000000001,2026-02-12 10:51:00,Isabella Smith,True
C002285,James,Davis,NJ,3,19,2630.02,951.72,2026-05-31 17:50:00,James Davis,True
C002286,Ethan,Brown,PA,3,15,3212.25,1367.63,2026-05-06 22:36:00,Ethan Brown,True
C002287,Sophia,Thomas,NC,4,18,3154.02,932.4000000000001,2026-01-11 08:21:00,Sophia Thomas,True
C002288,Olivia,Miller,NJ,2,8,2220.54,1083.4499999999998,2026-05-01 16:33:00,Olivia Miller,True
C002289,Noah,Garcia,IA,2,7,1333.47,540.63,2026-03-24 15:21:00,Noah Garcia,True
C002290,Ethan,Thomas,VA,4,32,3610.48,1379.12,2026-05-24 18:54:00,Ethan Thomas,True
C002291,Mason,Lee,VA,1,1,91.66,29.9,2025-01-12 10:15:00,Mason Lee,False
C002292,Sophia,Anderson,NC,5,26,3017.85,1023.1,2026-02-01 16:50:00,Sophia Anderson,True
C002293,Mason,Wilson,GA,3,11,1415.44,479.7900000000001,2026-02-09 11:49:00,Mason Wilson,True
C002294,Sophia,Lee,FL,6,38,6801.110000000001,2609.09,2026-07-30 16:31:00,Sophia Lee,True
C002295,Mia,Wilson,NJ,4,39,3933.44,1358.28,2026-01-10 15:58:00,Mia Wilson,True
C002296,Ava,Wilson,FL,2,19,1636.68,602.69,2026-02-15 15:13:00,Ava Wilson,True
C002297,Emma,Brown,TX,2,19,2827.56,1271.87,2025-10-11 13:10:00,Emma Brown,True
C002298,Mia,Anderson,IL,1,2,90.62,45.080000000000005,2025-10-02 08:53:00,Mia Anderson,False
C002299,Isabella,Thomas,PA,6,42,7039.5,2517.1800000000003,2026-06-20 17:03:00,Isabella Thomas,True
C002300,Emma,Wilson,NC,3,24,3998.5099999999998,1432.2399999999998,2026-08-12 15:21:00,Emma Wilson,True
C002301,Mason,Davis,PA,3,31,5841.05,2290.05,2026-08-12 16:35:00,Mason Davis,True
C002302,James,Miller,IA,3,21,2158.01,794.77,2026-06-19 19:42:00,James Miller,True
C002303,Mia,Thomas,NC,3,24,2091.67,573.2399999999999,2026-01-02 13:57:00,Mia Thomas,True
C002304,Liam,Thomas,PA,2,19,3832.1099999999997,1747.7799999999997,2026-07-13 18:55:00,Liam Thomas,True
C002305,Lucas,Thomas,TX,6,39,4766.84,2012.3100000000002,2026-09-02 12:25:00,Lucas Thomas,True
C002306,Mia,Patel,NJ,4,28,5238.64,2056.33,2026-07-06 15:03:00,Mia Patel,True
C002307,Isabella,Davis,FL,2,9,1372.44,501.06999999999994,2025-06-09 14:42:00,Isabella Davis,True
C002308,Sophia,Smith,FL,6,36,6233.8,2207.69,2026-08-23 20:50:00,Sophia Smith,True
C002309,Liam,Thomas,PA,4,14,2163.88,620.69,2026-02-28 18:59:00,Liam Thomas,True
C002310,Ethan,Anderson,TX,5,25,4198.16,1243.55,2026-09-06 13:54:00,Ethan Anderson,True
C002311,Emma,Davis,PA,3,21,3388.23,1153.4099999999999,2025-08-14 20:42:00,Emma Davis,True
C002312,Lucas,Thomas,TX,5,21,3075.2799999999997,1427.4099999999999,2026-08-09 19:36:00,Lucas Thomas,True
C002313,Liam,Brown,TX,4,31,5245.46,1821.87,2026-09-05 11:03:00,Liam Brown,True
C002314,Ava,Lee,NJ,3,12,1611.46,488.26,2026-07-14 13:29:00,Ava Lee,True
C002315,Sophia,Miller,TX,6,45,7072.1,2717.13,2026-09-04 11:48:00,Sophia Miller,True
C002317,Olivia,Taylor,VA,7,47,9901.47,4018.92,2026-07-25 14:52:00,Olivia Taylor,True
C002318,Mia,Taylor,FL,2,11,1593.95,598.5400000000001,2025-10-16 10:41:00,Mia Taylor,True
C002320,James,Anderson,IA,3,20,2960.15,961.9900000000001,2026-09-12 17:29:00,James Anderson,True
C002321,Sophia,Thomas,PA,5,31,5466.35,1948.13,2026-07-12 17:12:00,Sophia Thomas,True
C002322,Isabella,Miller,IL,4,25,3833.49,1674.81,2026-01-20 14:06:00,Isabella Miller,True
C002323,Lucas,Lee,NJ,1,6,1238.2,591.1600000000001,2025-11-18 20:58:00,Lucas Lee,False
C002324,Noah,Smith,VA,2,16,3362.17,1142.27,2026-04-29 17:05:00,Noah Smith,True
C002325,Olivia,Brown,NJ,6,42,5431.84,2118.3300000000004,2026-03-30 16:42:00,Olivia Brown,True
C002326,Mason,Davis,NY,1,8,1484.92,745.2800000000001,2026-01-24 20:46:00,Mason Davis,False
C002327,Noah,Anderson,PA,5,27,4170.25,1376.52,2026-01-17 15:06:00,Noah Anderson,True
C002328,Isabella,Thomas,IL,1,3,238.62,88.76999999999998,2025-04-18 09:55:00,Isabella Thomas,False
C002329,Mia,Smith,NY,4,17,1940.5,748.9300000000001,2026-03-23 10:22:00,Mia Smith,True
C002330,Olivia,Johnson,PA,6,17,3256.73,1194.9,2026-07-25 12:23:00,Olivia Johnson,True
C002331,Ava,Miller,PA,8,50,8138.86,3459.37,2026-04-16 14:01:00,Ava Miller,True
C002332,Mason,Wilson,CA,2,9,554.91,169.05,2025-10-20 10:45:00,Mason Wilson,True
C002333,Isabella,Smith,MO,6,35,5932.74,2206.53,2026-06-26 09:27:00,Isabella Smith,True
C002334,James,Johnson,NY,7,46,5505.57,2274.31,2026-06-05 18:41:00,James Johnson,True
C002335,Ethan,Smith,IL,1,8,486.1,179.92,2026-01-08 17:18:00,Ethan Smith,False
C002336,Liam,Taylor,NY,7,33,3999.88,1428.25,2026-04-24 21:23:00,Liam Taylor,True
C002337,Emma,Patel,CA,4,29,3984.4,1717.46,2025-09-13 18:12:00,Emma Patel,True
C002338,Emma,Lee,CA,4,31,5655.61,2276.48,2026-07-09 19:33:00,Emma Lee,True
C002339,Ava,Brown,NJ,4,23,3173.68,1231.78,2026-05-04 18:16:00,Ava Brown,True
C002340,Emma,Taylor,CA,3,12,1626.13,769.45,2025-07-23 08:20:00,Emma Taylor,True
C002341,Lucas,Thomas,NY,4,41,6495.84,2812.28,2026-08-22 12:38:00,Lucas Thomas,True
C002342,Mason,Wilson,NC,7,45,6095.52,1946.3300000000002,2026-07-19 20:15:00,Mason Wilson,True
C002343,Isabella,Patel,VA,3,14,403.86,123.61999999999999,2026-07-08 19:45:00,Isabella Patel,True
C002344,Mia,Garcia,MO,3,11,1958.78,798.88,2026-09-06 10:01:00,Mia Garcia,True
C002345,Olivia,Brown,NY,1,7,1420.35,423.78,2026-06-12 08:06:00,Olivia Brown,False
C002346,James,Anderson,TX,10,43,7530.76,2782.86,2026-04-30 09:14:00,James Anderson,True
C002347,Emma,Garcia,CA,4,24,3475.0299999999997,1168.64,2026-06-27 21:41:00,Emma Garcia,True
C002348,Sophia,Davis,TX,5,34,4603.64,1917.13,2026-04-30 13:47:00,Sophia Davis,True
C002349,Sophia,Thomas,NJ,3,17,2078.41,733.8699999999999,2025-09-21 17:37:00,Sophia Thomas,True
C002350,Noah,Taylor,MO,2,11,1351.79,493.86,2026-07-24 09:05:00,Noah Taylor,True
C002351,Isabella,Brown,PA,3,12,2154.39,899.7599999999999,2026-06-18 08:31:00,Isabella Brown,True
C002352,Isabella,Wilson,NJ,1,7,1345.0500000000002,586.0400000000001,2025-10-19 14:07:00,Isabella Wilson,False
C002353,Ethan,Miller,TX,3,29,3926.55,1533.95,2026-06-01 21:36:00,Ethan Miller,True
C002354,Liam,Smith,NY,4,18,2294.83,931.1899999999999,2026-07-23 22:58:00,Liam Smith,True
C002355,Noah,Taylor,CA,3,16,2931.81,1253.4599999999998,2026-07-02 09:07:00,Noah Taylor,True
C002356,Isabella,Smith,NC,7,54,8550.39,3060.74,2026-09-10 08:26:00,Isabella Smith,True
C002357,Mia,Brown,IA,2,13,1833.22,668.6800000000001,2026-02-24 14:22:00,Mia Brown,True
C002358,Sophia,Brown,VA,7,59,11881.26,4782.96,2026-05-14 08:03:00,Sophia Brown,True
C002359,Mia,Wilson,VA,2,20,2809.78,1160.59,2025-09-05 20:22:00,Mia Wilson,True
C002360,Noah,Wilson,IL,3,11,1978.9799999999998,753.76,2026-07-01 11:20:00,Noah Wilson,True
C002361,Emma,Wilson,NY,3,22,3303.13,1107.57,2025-10-05 20:01:00,Emma Wilson,True
C002362,Ava,Johnson,VA,4,30,6434.88,2422.2700000000004,2026-05-05 17:16:00,Ava Johnson,True
C002363,Mia,Lee,FL,3,18,2296.85,914.31,2026-09-02 12:35:00,Mia Lee,True
C002364,Mia,Garcia,NY,3,22,3175.42,1005.7600000000001,2025-07-26 13:48:00,Mia Garcia,True
C002365,James,Johnson,CA,3,27,3791.13,1192.23,2026-08-30 17:10:00,James Johnson,True
C002366,Mason,Thomas,FL,1,2,281.83,40.829999999999984,2025-05-13 15:42:00,Mason Thomas,False
C002367,Isabella,Lee,PA,1,9,1386.6799999999998,570.7199999999999,2025-07-22 09:14:00,Isabella Lee,False
C002368,Sophia,Thomas,NY,5,29,4368.99,1838.71,2026-06-30 08:24:00,Sophia Thomas,True
C002369,Ethan,Davis,IL,4,34,6566.59,2715.77,2025-11-18 17:35:00,Ethan Davis,True
C002370,Olivia,Thomas,FL,7,55,7967.87,3082.86,2026-07-07 10:09:00,Olivia Thomas,True
C002371,Noah,Garcia,NJ,5,27,3786.97,1606.58,2026-08-11 13:04:00,Noah Garcia,True
C002372,Noah,Taylor,NC,5,32,6137.3,2198.5099999999998,2025-11-01 12:29:00,Noah Taylor,True
C002373,Liam,Smith,PA,4,13,1580.36,625.16,2026-04-19 17:27:00,Liam Smith,True
C002374,Noah,Thomas,GA,1,8,472.30000000000007,182.30000000000004,2026-04-07 13:20:00,Noah Thomas,False
C002375,Ava,Miller,IL,2,13,579.11,219.76,2026-06-30 20:58:00,Ava Miller,True
C002376,Olivia,Taylor,IL,3,28,5614.0,2049.9,2026-01-17 12:44:00,Olivia Taylor,True
C002377,Mason,Brown,GA,4,27,3415.7599999999998,1278.3199999999997,2025-11-26 13:33:00,Mason Brown,True
C002378,James,Wilson,FL,3,10,1982.4099999999999,669.1799999999998,2026-02-17 12:17:00,James Wilson,True
C002379,Isabella,Wilson,PA,6,37,4928.74,2161.26,2026-03-01 09:38:00,Isabella Wilson,True
C002380,Mia,Taylor,IL,1,11,2047.8700000000001,629.3,2025-12-07 08:28:00,Mia Taylor,False
C002381,Ethan,Johnson,VA,4,27,3530.67,1409.0600000000002,2026-05-23 09:41:00,Ethan Johnson,True
C002383,Ethan,Taylor,VA,5,47,6290.23,2277.2400000000002,2026-08-16 15:50:00,Ethan Taylor,True
C002384,Noah,Garcia,CA,3,26,4955.62,1976.4500000000003,2026-08-30 10:27:00,Noah Garcia,True
C002385,Emma,Brown,IA,6,26,4643.639999999999,2081.11,2026-06-27 09:01:00,Emma Brown,True
C002386,Mason,Miller,NJ,3,23,2299.73,782.8100000000001,2025-09-05 16:46:00,Mason Miller,True
C002388,Ava,Lee,IL,5,40,6519.3,2464.56,2026-08-01 13:28:00,Ava Lee,True
C002389,Ethan,Garcia,IL,2,10,1546.3400000000001,635.76,2026-08-04 10:05:00,Ethan Garcia,True
C002390,Ethan,Thomas,GA,3,31,5896.66,2104.3,2026-03-08 22:14:00,Ethan Thomas,True
C002391,Ava,Smith,NC,2,13,2847.42,1199.8300000000002,2025-06-07 12:08:00,Ava Smith,True
C002392,Noah,Wilson,MO,5,28,4250.71,1354.1,2026-04-29 18:09:00,Noah Wilson,True
C002393,Lucas,Patel,VA,4,39,5871.42,2227.2700000000004,2026-07-19 19:05:00,Lucas Patel,True
C002394,Emma,Brown,NJ,4,11,1927.62,594.6999999999999,2026-08-20 17:10:00,Emma Brown,True
C002395,Emma,Lee,NC,3,7,745.64,296.53999999999996,2026-02-16 21:44:00,Emma Lee,True
C002396,Emma,Smith,CA,4,25,3921.81,1162.0600000000002,2026-04-06 16:47:00,Emma Smith,True
C002397,Mia,Johnson,IL,4,11,1413.3300000000002,552.98,2026-03-16 09:19:00,Mia Johnson,True
C002398,Ava,Lee,FL,1,6,1186.83,435.24000000000007,2025-05-31 16:37:00,Ava Lee,False
C002399,Emma,Patel,MO,5,30,4700.3099999999995,1853.8600000000001,2026-07-17 10:12:00,Emma Patel,True
C002400,James,Lee,FL,8,44,5801.47,2260.56,2026-06-29 15:21:00,James Lee,True
C002401,Liam,Davis,NJ,3,10,1681.48,605.28,2026-04-30 12:41:00,Liam Davis,True
C002402,Lucas,Wilson,FL,3,20,3181.86,854.2200000000003,2026-06-18 22:53:00,Lucas Wilson,True
C002403,James,Johnson,NJ,5,28,3634.18,1516.4399999999998,2026-09-10 18:39:00,James Johnson,True
C002404,Olivia,Thomas,FL,1,3,194.39999999999998,61.109999999999985,2025-02-15 09:54:00,Olivia Thomas,False
C002405,Noah,Patel,VA,3,14,2373.9700000000003,868.9100000000002,2025-10-28 19:30:00,Noah Patel,True
C002406,Olivia,Patel,NC,7,38,3915.06,1348.22,2026-08-27 14:06:00,Olivia Patel,True
C002407,Ethan,Miller,NJ,1,5,1456.5500000000002,639.0600000000002,2025-01-05 22:28:00,Ethan Miller,False
C002408,Emma,Garcia,IL,5,26,4421.79,1540.1100000000001,2026-03-12 22:34:00,Emma Garcia,True
C002409,Liam,Anderson,FL,5,29,5016.53,1856.3300000000002,2026-02-25 09:50:00,Liam Anderson,True
C002410,Mia,Brown,CA,4,18,3398.27,1354.52,2026-05-23 22:31:00,Mia Brown,True
C002411,Emma,Thomas,VA,4,17,2570.3500000000004,880.3800000000001,2026-04-22 09:34:00,Emma Thomas,True
C002412,Liam,Davis,FL,3,20,3378.59,1279.8100000000002,2025-11-12 17:55:00,Liam Davis,True
C002413,Olivia,Anderson,PA,5,27,4470.29,1837.71,2026-09-07 15:23:00,Olivia Anderson,True
C002414,Isabella,Taylor,NY,4,24,3524.99,1070.5700000000002,2025-09-17 22:12:00,Isabella Taylor,True
C002415,Mia,Miller,VA,3,16,3026.74,1273.7599999999998,2025-08-29 11:47:00,Mia Miller,True
C002416,Mia,Miller,MO,3,16,2815.68,1080.84,2026-09-03 22:59:00,Mia Miller,True
C002417,Noah,Patel,MO,5,17,2547.03,1060.43,2026-08-20 16:25:00,Noah Patel,True
C002418,Emma,Thomas,CA,5,34,4487.07,1530.17,2026-09-03 20:22:00,Emma Thomas,True
C002419,Sophia,Davis,NC,4,32,5083.7,1605.2600000000002,2026-05-31 11:57:00,Sophia Davis,True
C002420,Isabella,Patel,FL,3,24,3221.62,973.2,2026-04-14 11:07:00,Isabella Patel,True
C002421,Ethan,Garcia,IA,1,3,900.3000000000001,444.51000000000005,2026-03-18 19:48:00,Ethan Garcia,False
C002422,Liam,Lee,FL,3,7,1683.33,818.8499999999999,2025-11-02 17:26:00,Liam Lee,True
C002423,Ava,Patel,GA,5,29,5443.25,1649.78,2026-03-16 22:14:00,Ava Patel,True
C002424,Lucas,Garcia,IA,5,30,4737.73,1842.4900000000002,2026-07-09 19:20:00,Lucas Garcia,True
C002425,Emma,Davis,TX,6,31,5172.41,1950.92,2026-05-14 19:01:00,Emma Davis,True
C002426,Noah,Smith,IA,3,15,2685.5499999999997,956.0099999999998,2026-08-28 18:15:00,Noah Smith,True
C002427,Mia,Lee,CA,5,30,4443.04,1629.55,2025-07-09 15:56:00,Mia Lee,True
C002428,James,Anderson,NC,8,46,7509.53,3026.69,2026-04-20 21:28:00,James Anderson,True
C002430,Mia,Taylor,VA,6,35,4327.14,1418.58,2026-09-12 22:45:00,Mia Taylor,True
C002431,Isabella,Brown,NY,3,28,3684.08,1483.1699999999998,2026-05-23 14:41:00,Isabella Brown,True
C002432,Noah,Smith,IL,7,52,7287.45,2815.17,2026-08-05 22:25:00,Noah Smith,True
C002433,Lucas,Brown,PA,11,58,8059.74,3247.48,2026-09-02 21:03:00,Lucas Brown,True
C002434,Liam,Miller,TX,6,27,4670.200000000001,1876.0800000000002,2026-08-14 22:44:00,Liam Miller,True
C002435,Ethan,Lee,CA,5,36,6829.110000000001,2704.9700000000003,2026-08-17 12:09:00,Ethan Lee,True
C002436,Noah,Miller,PA,4,28,4330.84,1399.5900000000001,2026-08-27 21:55:00,Noah Miller,True
C002437,Olivia,Wilson,FL,2,7,624.21,213.34999999999997,2026-03-07 13:30:00,Olivia Wilson,True
C002438,Emma,Thomas,NY,3,20,2127.43,904.49,2026-04-02 15:10:00,Emma Thomas,True
C002439,Mason,Patel,GA,4,29,4007.96,1538.04,2026-07-15 10:16:00,Mason Patel,True
C002440,Lucas,Taylor,FL,2,18,1812.04,563.1,2026-06-05 22:55:00,Lucas Taylor,True
C002441,Olivia,Miller,IL,4,27,3905.62,1564.5600000000002,2026-01-06 16:42:00,Olivia Miller,True
C002442,Emma,Brown,NY,5,39,6633.79,2297.73,2026-03-09 15:58:00,Emma Brown,True
C002443,Mason,Brown,TX,2,15,2834.6899999999996,1171.57,2025-10-10 14:35:00,Mason Brown,True
C002444,Lucas,Wilson,CA,2,8,653.18,197.38999999999993,2026-07-17 12:11:00,Lucas Wilson,True
C002445,Emma,Thomas,MO,4,19,1718.44,591.6199999999999,2026-09-04 22:46:00,Emma Thomas,True
C002446,Mia,Brown,VA,9,65,11232.02,4329.02,2026-08-14 18:00:00,Mia Brown,True
C002447,Emma,Patel,MO,1,11,1149.38,467.8800000000001,2025-03-16 08:43:00,Emma Patel,False
C002448,Emma,Patel,TX,2,18,1088.66,449.58,2026-03-14 22:23:00,Emma Patel,True
